input_path,right_fingertips_orientation
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Sorry/ishan_sorry_12/30.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Dead/ishan_dead_4/54.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Beautiful/ishan_beautiful_1/35.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Go/ishan_go_5/77.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Beautiful/ishan_beautiful_17/12.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Thankyou/ishan_thankyou_20/57.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Go/ishan_go_11/47.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Thankyou/ishan_thankyou_13/61.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Anirudh/Dead/anirudh_dead_18/47.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Varmija/Bye/varmija_bye_19/33.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Hello/ishan_hello_17/42.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Hello/ishan_hello_11/44.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Hello/ishan_hello_1/27.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Go/ishan_go_4/17.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Dead/ishan_dead_11/50.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Rounit/Hello/rounit_hello_4/42.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Surendhar/Thankyou/surendhar_thankyou_13/30.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Go/ishan_go_4/51.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Rounit/Dead/rounit_dead_15/23.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Stephen/Dead/stephen_dead_5/43.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Rounit/Bye/rounit_bye_4/44.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Thankyou/ishan_thankyou_11/22.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ranadeep/Bye/ranadeep_bye_4/34.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Cindrella/Bye/cindrella_bye_16/25.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Go/ishan_go_12/47.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Sandeep/Bye/sandeep_bye_12/48.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Hello/ishan_hello_4/42.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Beautiful/ishan_beautiful_10/33.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Cindrella/Bye/cindrella_bye_2/47.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Beautiful/ishan_beautiful_20/43.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Dead/ishan_dead_4/46.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Sandeep/Hello/sandeep_hello_11/23.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Thankyou/ishan_thankyou_20/42.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Beautiful/ishan_beautiful_17/19.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Thankyou/ishan_thankyou_5/43.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Beautiful/ishan_beautiful_15/27.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Hello/ishan_hello_19/46.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Sandeep/Bye/sandeep_bye_13/38.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Thankyou/ishan_thankyou_16/62.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Hello/ishan_hello_6/45.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Cook/ishan_cook_16/90.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Cindrella/Good/cindrella_good_1/30.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Surendhar/Dead/surendhar_dead_17/33.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Go/ishan_go_18/56.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Sandeep/Dead/sandeep_dead_14/21.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Hello/ishan_hello_1/49.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Go/ishan_go_11/82.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Surendhar/Hello/surendhar_hello_8/36.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Go/ishan_go_5/70.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Thankyou/ishan_thankyou_5/38.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Dead/ishan_dead_14/38.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Dead/ishan_dead_10/38.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Venkatesh/Good/venkatesh_good_18/24.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Beautiful/ishan_beautiful_5/102.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Beautiful/ishan_beautiful_10/106.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Thankyou/ishan_thankyou_10/54.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Rounit/Brush/rounit_brush_8/25.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Venkatesh/Dead/venkatesh_dead_13/36.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Cindrella/Bye/cindrella_bye_8/42.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Varmija/Thankyou/varmija_thankyou_9/40.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Hello/ishan_hello_1/63.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Hello/ishan_hello_8/45.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Go/ishan_go_15/58.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Vinayak/Dead/vinayak_dead_9/39.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Anirudh/Thankyou/anirudh_thankyou_2/32.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ranadeep/Thankyou/ranadeep_thankyou_20/41.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Dead/ishan_dead_16/54.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Go/ishan_go_4/69.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Go/ishan_go_8/28.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ranadeep/Dead/ranadeep_dead_2/22.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Thankyou/ishan_thankyou_2/66.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Hello/ishan_hello_12/36.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Beautiful/ishan_beautiful_10/25.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Hello/ishan_hello_15/49.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Surendhar/Go/surendhar_go_17/25.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Good/ishan_good_13/82.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Stephen/Thankyou/stephen_thankyou_12/42.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Thankyou/ishan_thankyou_11/12.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Surendhar/Bye/surendhar_bye_13/48.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ranadeep/Hello/ranadeep_hello_15/28.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Sandeep/Go/sandeep_go_18/34.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ranadeep/Go/ranadeep_go_2/26.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Hello/ishan_hello_12/47.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Thankyou/ishan_thankyou_16/46.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Hello/ishan_hello_6/77.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Dead/ishan_dead_17/33.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Rounit/Hello/rounit_hello_13/44.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Thankyou/ishan_thankyou_13/48.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Thankyou/ishan_thankyou_18/36.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Thankyou/ishan_thankyou_3/48.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Hello/ishan_hello_15/52.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Sorry/ishan_sorry_13/24.npy,open
/4TBHD/ISL/data_preparation/test_blank_keypoints/shifted_origin_keypoints/Bad/54.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Thankyou/ishan_thankyou_12/58.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Thankyou/ishan_thankyou_7/55.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Hello/ishan_hello_20/28.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Surendhar/Hello/surendhar_hello_12/48.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Beautiful/ishan_beautiful_11/14.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Dead/ishan_dead_6/24.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Sandeep/Dead/sandeep_dead_6/25.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Beautiful/ishan_beautiful_8/99.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Dead/ishan_dead_5/50.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Good/ishan_good_20/83.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Varmija/Sorry/varmija_sorry_1/30.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Go/ishan_go_13/60.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Dead/ishan_dead_13/49.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Thankyou/ishan_thankyou_19/44.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Dead/ishan_dead_20/63.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Dead/ishan_dead_18/36.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Hello/ishan_hello_10/44.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Cook/ishan_cook_8/88.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Hello/ishan_hello_7/32.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Surendhar/Thankyou/surendhar_thankyou_7/44.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Rounit/Bye/rounit_bye_3/42.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Rounit/Dead/rounit_dead_5/25.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Beautiful/ishan_beautiful_2/99.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Go/ishan_go_3/22.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Rounit/Good/rounit_good_7/21.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Thankyou/ishan_thankyou_2/28.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Hello/ishan_hello_7/47.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Thankyou/ishan_thankyou_7/57.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Dead/ishan_dead_6/70.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Venkatesh/Bye/venkatesh_bye_16/45.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Hello/ishan_hello_13/36.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Stephen/Dead/stephen_dead_10/45.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ranadeep/Thankyou/ranadeep_thankyou_9/34.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Go/ishan_go_3/54.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Sorry/ishan_sorry_8/8.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Dead/ishan_dead_8/47.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Sorry/ishan_sorry_1/102.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Surendhar/Brush/surendhar_brush_12/35.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Stephen/Go/stephen_go_18/25.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Dead/ishan_dead_14/53.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ranadeep/Bye/ranadeep_bye_18/43.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Sorry/ishan_sorry_18/114.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Vinayak/Dead/vinayak_dead_8/24.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Rounit/Thankyou/rounit_thankyou_14/23.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Sorry/ishan_sorry_13/94.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Dead/ishan_dead_4/52.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Thankyou/ishan_thankyou_6/36.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Varmija/Hello/varmija_hello_7/22.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Vinayak/Hello/vinayak_hello_5/45.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Go/ishan_go_3/43.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Cindrella/Go/cindrella_go_18/40.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Surendhar/Cook/surendhar_cook_15/31.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Go/ishan_go_18/54.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Good/ishan_good_7/71.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Varmija/Go/varmija_go_19/40.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Hello/ishan_hello_1/53.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Rounit/Go/rounit_go_14/27.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Dead/ishan_dead_3/80.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Cindrella/Bye/cindrella_bye_15/23.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Go/ishan_go_4/56.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Cook/ishan_cook_16/22.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Thankyou/ishan_thankyou_2/76.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Hello/ishan_hello_9/64.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Sorry/ishan_sorry_18/109.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Vinayak/Dead/vinayak_dead_4/42.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Rounit/Bye/rounit_bye_2/31.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Rounit/Dead/rounit_dead_3/37.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Stephen/Go/stephen_go_18/36.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Sorry/ishan_sorry_16/29.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Surendhar/Go/surendhar_go_12/43.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Cindrella/Dead/cindrella_dead_10/38.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Vinayak/Go/vinayak_go_19/35.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Thankyou/ishan_thankyou_16/41.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Rounit/Thankyou/rounit_thankyou_15/31.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Cook/ishan_cook_14/94.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Sorry/ishan_sorry_1/26.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Good/ishan_good_13/91.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Good/ishan_good_4/84.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Dead/ishan_dead_9/45.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Dead/ishan_dead_4/44.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Beautiful/ishan_beautiful_14/112.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Dead/ishan_dead_19/56.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Stephen/Hello/stephen_hello_19/37.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Thankyou/ishan_thankyou_4/47.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Dead/ishan_dead_5/56.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Beautiful/ishan_beautiful_17/16.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Thankyou/ishan_thankyou_11/16.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Go/ishan_go_14/20.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Vinayak/Beautiful/vinayak_beautiful_6/24.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Dead/ishan_dead_7/12.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Good/ishan_good_12/79.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Sandeep/Thankyou/sandeep_thankyou_7/48.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Thankyou/ishan_thankyou_5/32.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Dead/ishan_dead_13/43.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ranadeep/Thankyou/ranadeep_thankyou_20/47.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Stephen/Thankyou/stephen_thankyou_8/32.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Sandeep/Dead/sandeep_dead_14/49.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Stephen/Thankyou/stephen_thankyou_17/44.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Thankyou/ishan_thankyou_4/46.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Go/ishan_go_11/77.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Surendhar/Dead/surendhar_dead_16/29.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Rounit/Good/rounit_good_10/22.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Stephen/Dead/stephen_dead_1/40.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Anirudh/Hello/anirudh_hello_14/29.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Sorry/ishan_sorry_10/13.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Beautiful/ishan_beautiful_5/113.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Varmija/Bye/varmija_bye_3/45.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Hello/ishan_hello_8/43.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Sandeep/Thankyou/sandeep_thankyou_12/45.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Sandeep/Thankyou/sandeep_thankyou_11/48.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Varmija/Brush/varmija_brush_20/22.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Hello/ishan_hello_13/66.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Hello/ishan_hello_5/32.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ranadeep/Bye/ranadeep_bye_2/39.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Dead/ishan_dead_12/40.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Dead/ishan_dead_17/43.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Good/ishan_good_5/82.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ranadeep/Go/ranadeep_go_11/38.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Varmija/Go/varmija_go_1/33.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Varmija/Dead/varmija_dead_14/44.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Varmija/Go/varmija_go_5/44.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Anirudh/Go/anirudh_go_10/35.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Brush/ishan_brush_4/102.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Dead/ishan_dead_17/45.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Vinayak/Hello/vinayak_hello_17/42.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Dead/ishan_dead_1/71.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Thankyou/ishan_thankyou_11/55.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Cindrella/Dead/cindrella_dead_16/43.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Dead/ishan_dead_19/60.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Cook/ishan_cook_1/15.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Cindrella/Bye/cindrella_bye_8/41.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Thankyou/ishan_thankyou_8/67.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Stephen/Thankyou/stephen_thankyou_14/48.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Good/ishan_good_16/86.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Go/ishan_go_8/72.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Beautiful/ishan_beautiful_19/22.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Go/ishan_go_3/33.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ranadeep/Brush/ranadeep_brush_1/27.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Thankyou/ishan_thankyou_20/80.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Anirudh/Bye/anirudh_bye_14/30.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Ishan/Thankyou/ishan_thankyou_20/71.npy,open
/4TBHD/ISL/data_preparation/test_all/shifted_origin_keypoints/Varmija/Dead/varmija_dead_9/28.npy,open
