image_path,left_fingertips_orientation
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/lorry/udhaya_lorry_1/72.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/goodmorning/udhaya_goodmorning_1/30.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/tubelight/udhaya_tubelight_1/103.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/winter/udhaya_winter_1/71.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/tubelight/udhaya_tubelight_1/95.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/lorry/hariharan_lorry_1/129.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/thursday/hariharan_thursday_1/23.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/black/udhaya_black_1/54.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/goodmorning/udhaya_goodmorning_1/46.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/gift/udhaya_gift_1/65.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/teacher/hariharan_teacher_1/100.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/winter/udhaya_winter_1/76.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/tubelight/hariharan_tubelight_1/106.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/lorry/udhaya_lorry_1/100.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/thursday/hariharan_thursday_1/104.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/gift/udhaya_gift_1/72.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/tubelight/hariharan_tubelight_1/103.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/gift/udhaya_gift_1/56.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/winter/hariharan_winter_1/52.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/goodmorning/udhaya_goodmorning_1/75.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/gift/hariharan_gift_1/77.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/gift/hariharan_gift_1/96.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/cup/udhaya_cup_1/85.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/cup/udhaya_cup_1/53.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/gift/hariharan_gift_1/76.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/thursday/hariharan_thursday_1/95.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/gift/hariharan_gift_1/62.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/summer/udhaya_summer_1/31.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/winter/hariharan_winter_1/53.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/goodmorning/udhaya_goodmorning_1/48.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/winter/hariharan_winter_1/45.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/summer/udhaya_summer_1/46.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/summer/udhaya_summer_1/85.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/dustbin/udhaya_dustbin_1/114.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/black/udhaya_black_1/34.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/lorry/hariharan_lorry_1/82.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/black/udhaya_black_1/66.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/lorry/udhaya_lorry_1/107.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/winter/udhaya_winter_1/72.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/lorry/udhaya_lorry_1/114.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/cup/udhaya_cup_1/86.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/lorry/udhaya_lorry_1/94.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/winter/udhaya_winter_1/84.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/lorry/udhaya_lorry_1/86.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/cup/udhaya_cup_1/103.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/gift/hariharan_gift_1/61.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/dustbin/udhaya_dustbin_1/97.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/cup/udhaya_cup_1/44.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/goodmorning/udhaya_goodmorning_1/82.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/black/udhaya_black_1/28.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/goodmorning/udhaya_goodmorning_1/54.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/lorry/hariharan_lorry_1/99.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/cup/udhaya_cup_1/68.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/thursday/hariharan_thursday_1/45.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/summer/udhaya_summer_1/23.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/lorry/udhaya_lorry_1/111.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/gift/hariharan_gift_1/91.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/lorry/udhaya_lorry_1/80.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/cup/udhaya_cup_1/35.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/earth/udhaya_earth_1/115.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/thursday/hariharan_thursday_1/85.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/lorry/hariharan_lorry_1/108.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/cup/udhaya_cup_1/27.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/winter/hariharan_winter_1/64.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/winter/hariharan_winter_1/54.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/gift/udhaya_gift_1/66.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/lorry/udhaya_lorry_1/88.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/cup/udhaya_cup_1/100.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/goodmorning/udhaya_goodmorning_1/86.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/summer/udhaya_summer_1/22.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/gift/hariharan_gift_1/52.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/gift/hariharan_gift_1/72.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/summer/udhaya_summer_1/89.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/gift/hariharan_gift_1/90.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/lorry/hariharan_lorry_1/87.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/goodmorning/udhaya_goodmorning_1/77.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/goodmorning/udhaya_goodmorning_1/61.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/black/udhaya_black_1/73.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/winter/udhaya_winter_1/81.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/winter/udhaya_winter_1/70.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/tubelight/hariharan_tubelight_1/90.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/dustbin/udhaya_dustbin_1/103.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/gift/udhaya_gift_1/82.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/cup/udhaya_cup_1/40.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/thursday/hariharan_thursday_1/39.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/summer/udhaya_summer_1/56.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/gift/udhaya_gift_1/76.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/cup/udhaya_cup_1/76.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/dustbin/udhaya_dustbin_1/98.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/gift/udhaya_gift_1/83.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/tubelight/udhaya_tubelight_1/91.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/goodmorning/udhaya_goodmorning_1/62.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/teacher/hariharan_teacher_1/97.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/dustbin/udhaya_dustbin_1/107.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/earth/udhaya_earth_1/111.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/thursday/hariharan_thursday_1/105.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/lorry/udhaya_lorry_1/84.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/summer/udhaya_summer_1/68.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/dustbin/udhaya_dustbin_1/109.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/cup/udhaya_cup_1/77.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/earth/udhaya_earth_1/112.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/black/udhaya_black_1/48.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/thursday/hariharan_thursday_1/81.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/gift/udhaya_gift_1/84.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/lorry/udhaya_lorry_1/97.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/lorry/udhaya_lorry_1/92.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/lorry/udhaya_lorry_1/119.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/goodmorning/udhaya_goodmorning_1/96.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/winter/hariharan_winter_1/76.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/tubelight/hariharan_tubelight_1/88.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/earth/udhaya_earth_1/105.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/black/udhaya_black_1/49.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/goodmorning/udhaya_goodmorning_1/32.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/lorry/udhaya_lorry_1/89.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/dustbin/udhaya_dustbin_1/101.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/tubelight/udhaya_tubelight_1/93.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/cup/udhaya_cup_1/101.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/tubelight/hariharan_tubelight_1/110.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/black/udhaya_black_1/20.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/tubelight/hariharan_tubelight_1/107.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/earth/udhaya_earth_1/101.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/thursday/hariharan_thursday_1/87.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/black/udhaya_black_1/62.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/tubelight/hariharan_tubelight_1/94.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/winter/hariharan_winter_1/65.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/winter/hariharan_winter_1/46.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/thursday/hariharan_thursday_1/42.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/winter/hariharan_winter_1/48.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/gift/udhaya_gift_1/59.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/dustbin/udhaya_dustbin_1/108.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/gift/hariharan_gift_1/85.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/black/udhaya_black_1/75.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/summer/udhaya_summer_1/47.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/goodmorning/udhaya_goodmorning_1/71.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/tubelight/hariharan_tubelight_1/116.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/tubelight/hariharan_tubelight_1/96.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/tubelight/udhaya_tubelight_1/113.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/lorry/udhaya_lorry_1/117.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/tubelight/hariharan_tubelight_1/91.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/dustbin/udhaya_dustbin_1/100.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/cup/udhaya_cup_1/80.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/gift/udhaya_gift_1/55.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/gift/hariharan_gift_1/60.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/black/udhaya_black_1/30.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/goodmorning/udhaya_goodmorning_1/95.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/thursday/hariharan_thursday_1/43.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/black/udhaya_black_1/25.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/black/udhaya_black_1/67.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/lorry/udhaya_lorry_1/105.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/lorry/udhaya_lorry_1/102.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/thursday/hariharan_thursday_1/25.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/black/udhaya_black_1/33.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/dustbin/udhaya_dustbin_1/115.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/goodmorning/udhaya_goodmorning_1/36.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/gift/udhaya_gift_1/86.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/thursday/hariharan_thursday_1/102.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/summer/udhaya_summer_1/36.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/goodmorning/udhaya_goodmorning_1/76.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/winter/hariharan_winter_1/67.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/black/udhaya_black_1/26.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/black/udhaya_black_1/44.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/tubelight/hariharan_tubelight_1/114.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/thursday/hariharan_thursday_1/33.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/cup/udhaya_cup_1/54.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/black/udhaya_black_1/69.npy,closed
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/hairband/hariharan_hairband_1/47.npy,index and thumb open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/hairband/hariharan_hairband_1/48.npy,index and thumb open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/hairband/hariharan_hairband_1/49.npy,index and thumb open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/hairband/hariharan_hairband_1/50.npy,index and thumb open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/hairband/hariharan_hairband_1/51.npy,index and thumb open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/hairband/hariharan_hairband_1/52.npy,index and thumb open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/hairband/hariharan_hairband_1/53.npy,index and thumb open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/hairband/hariharan_hairband_1/54.npy,index and thumb open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/hairband/hariharan_hairband_1/55.npy,index and thumb open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/hairband/hariharan_hairband_1/56.npy,index and thumb open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/hairband/hariharan_hairband_1/57.npy,index and thumb open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/hairband/hariharan_hairband_1/58.npy,index and thumb open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/hairband/hariharan_hairband_1/59.npy,index and thumb open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/hairband/hariharan_hairband_1/60.npy,index and thumb open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/hairband/hariharan_hairband_1/61.npy,index and thumb open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/hairband/hariharan_hairband_1/62.npy,index and thumb open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/hairband/hariharan_hairband_1/63.npy,index and thumb open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/hairband/hariharan_hairband_1/64.npy,index and thumb open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/hairband/hariharan_hairband_1/65.npy,index and thumb open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/hairband/hariharan_hairband_1/66.npy,index and thumb open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/hairband/hariharan_hairband_1/67.npy,index and thumb open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/hairband/hariharan_hairband_1/68.npy,index and thumb open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/hairband/hariharan_hairband_1/69.npy,index and thumb open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/hairband/hariharan_hairband_1/70.npy,index and thumb open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/hairband/hariharan_hairband_1/71.npy,index and thumb open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/hairband/hariharan_hairband_1/72.npy,index and thumb open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/hairband/hariharan_hairband_1/73.npy,index and thumb open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/hairband/hariharan_hairband_1/74.npy,index and thumb open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/hairband/hariharan_hairband_1/75.npy,index and thumb open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/hairband/hariharan_hairband_1/76.npy,index and thumb open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/hairband/hariharan_hairband_1/77.npy,index and thumb open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/hairband/hariharan_hairband_1/78.npy,index and thumb open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/hairband/hariharan_hairband_1/79.npy,index and thumb open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/hairband/hariharan_hairband_1/80.npy,index and thumb open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/hairband/hariharan_hairband_1/81.npy,index and thumb open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/hairband/hariharan_hairband_1/82.npy,index and thumb open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/hairband/hariharan_hairband_1/83.npy,index and thumb open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/hairband/hariharan_hairband_1/84.npy,index and thumb open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/hairband/hariharan_hairband_1/85.npy,index and thumb open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/hairband/hariharan_hairband_1/86.npy,index and thumb open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/hairband/hariharan_hairband_1/87.npy,index and thumb open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/hairband/hariharan_hairband_1/88.npy,index and thumb open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/hairband/hariharan_hairband_1/89.npy,index and thumb open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/hairband/hariharan_hairband_1/90.npy,index and thumb open
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/hairband/hariharan_hairband_1/91.npy,index and thumb open
