image_path,left_forearm_orientation
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/coat/hariharan_coat_1/94.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/train/udhaya_train_1/27.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/lorry/hariharan_lorry_1/149.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/key/hariharan_key_1/98.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/earth/udhaya_earth_1/115.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/bowl/hariharan_bowl_1/107.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/shoot/udhaya_shoot_1/77.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/earth/hariharan_earth_1/175.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/shoot/hariharan_shoot_1/44.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/shoot/udhaya_shoot_1/48.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/bowl/udhaya_bowl_1/34.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/cup/udhaya_cup_1/101.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/train/udhaya_train_1/94.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/dustbin/udhaya_dustbin_1/78.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/cup/udhaya_cup_1/86.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/coffee/udhaya_coffee_1/37.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/doctor/udhaya_doctor_1/15.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/coat/udhaya_coat_1/95.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/cat/hariharan_cat_1/80.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/train/hariharan_train_1/141.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/dog/hariharan_dog_1/119.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/earth/udhaya_earth_1/97.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/cup/hariharan_cup_1/121.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/doctor/udhaya_doctor_1/22.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/train/udhaya_train_1/72.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/mirror/hariharan_mirror_1/103.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/bed/udhaya_bed_1/82.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/coat/udhaya_coat_1/115.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/train/udhaya_train_1/52.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/glasses/udhaya_glasses_1/94.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/dustbin/udhaya_dustbin_1/126.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/coat/hariharan_coat_1/50.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/swimming/udhaya_swimming_1/134.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/dustbin/udhaya_dustbin_1/127.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/key/hariharan_key_1/97.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/black/hariharan_black_1/71.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/bed/hariharan_bed_1/67.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/key/hariharan_key_1/112.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/room/udhaya_room_1/39.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/black/udhaya_black_1/45.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/aeroplane/udhaya_aeroplane_1/37.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/coffee/hariharan_coffee_1/31.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/coat/udhaya_coat_1/113.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/aeroplane/udhaya_aeroplane_1/84.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/glasses/udhaya_glasses_1/41.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/family/udhaya_family_1/111.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/tubelight/udhaya_tubelight_1/57.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/thursday/udhaya_thursday_1/85.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/dustbin/udhaya_dustbin_1/103.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/conductor/hariharan_conductor_1/123.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/mirror/udhaya_mirror_1/36.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/teacher/udhaya_teacher_1/82.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/party/udhaya_party_1/22.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/bob/udhaya_bob_1/114.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/winter/hariharan_winter_1/84.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/summer/udhaya_summer_1/38.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/hairband/hariharan_hairband_1/117.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/glasses/hariharan_glasses_1/118.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/earmuffs/udhaya_earmuffs_1/136.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/summer/udhaya_summer_1/26.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/bed/udhaya_bed_1/25.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/mirror/udhaya_mirror_1/74.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/below/hariharan_below_1/143.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/mirror/hariharan_mirror_1/74.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/black/udhaya_black_1/33.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/family/udhaya_family_1/46.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/party/udhaya_party_1/41.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/train/udhaya_train_1/56.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/tubelight/hariharan_tubelight_1/115.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/summer/udhaya_summer_1/70.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/party/udhaya_party_1/23.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/room/udhaya_room_1/129.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/key/udhaya_key_1/23.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/teacher/udhaya_teacher_1/34.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/family/udhaya_family_1/116.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/tubelight/hariharan_tubelight_1/93.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/mirror/hariharan_mirror_1/55.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/glasses/udhaya_glasses_1/91.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/bowl/hariharan_bowl_1/67.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/cup/hariharan_cup_1/138.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/winter/hariharan_winter_1/96.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/gift/udhaya_gift_1/110.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/goodmorning/hariharan_goodmorning_1/46.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/train/udhaya_train_1/101.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/room/udhaya_room_1/55.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/tubelight/hariharan_tubelight_1/107.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/swimming/udhaya_swimming_1/108.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/key/hariharan_key_1/127.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/aeroplane/hariharan_aeroplane_1/79.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/aeroplane/udhaya_aeroplane_1/44.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/coffee/hariharan_coffee_1/43.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/party/udhaya_party_1/120.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/mirror/hariharan_mirror_1/72.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/aeroplane/hariharan_aeroplane_1/56.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/mirror/udhaya_mirror_1/29.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/summer/hariharan_summer_1/60.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/dustbin/udhaya_dustbin_1/46.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/black/udhaya_black_1/44.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/mirror/hariharan_mirror_1/67.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/room/hariharan_room_1/44.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/mirror/hariharan_mirror_1/57.npy,upperdiagonal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/garden/hariharan_garden_1/62.npy,horizontal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/gift/udhaya_gift_1/63.npy,horizontal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/bed/udhaya_bed_1/52.npy,horizontal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/door/hariharan_door_1/116.npy,horizontal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/below/udhaya_below_1/71.npy,horizontal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/teacher/udhaya_teacher_1/76.npy,horizontal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/teacher/udhaya_teacher_1/71.npy,horizontal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/swimming/hariharan_swimming_1/88.npy,horizontal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/thursday/udhaya_thursday_1/37.npy,horizontal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/swimming/hariharan_swimming_1/90.npy,horizontal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/bed/hariharan_bed_1/83.npy,horizontal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/coat/hariharan_coat_1/82.npy,horizontal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/below/hariharan_below_1/51.npy,horizontal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/fish/hariharan_fish_1/57.npy,horizontal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/below/hariharan_below_1/130.npy,horizontal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/room/hariharan_room_1/48.npy,horizontal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/family/udhaya_family_1/58.npy,horizontal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/garden/udhaya_garden_1/51.npy,horizontal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/winter/udhaya_winter_1/106.npy,horizontal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/room/udhaya_room_1/116.npy,horizontal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/teacher/hariharan_teacher_1/75.npy,horizontal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/lorry/hariharan_lorry_1/81.npy,horizontal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/teacher/udhaya_teacher_1/61.npy,horizontal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/garden/hariharan_garden_1/130.npy,horizontal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/family/hariharan_family_1/92.npy,horizontal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/lorry/udhaya_lorry_1/107.npy,horizontal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/lock/hariharan_lock_1/70.npy,horizontal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/lorry/udhaya_lorry_1/130.npy,horizontal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/below/udhaya_below_1/61.npy,horizontal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/lock/hariharan_lock_1/84.npy,horizontal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/bed/udhaya_bed_1/81.npy,horizontal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/coat/udhaya_coat_1/87.npy,horizontal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/swimming/hariharan_swimming_1/84.npy,horizontal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/gift/udhaya_gift_1/54.npy,horizontal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/fish/udhaya_fish_1/78.npy,horizontal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/swimming/hariharan_swimming_1/63.npy,horizontal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/conductor/hariharan_conductor_1/93.npy,horizontal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/thursday/udhaya_thursday_1/83.npy,horizontal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/key/udhaya_key_1/45.npy,horizontal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/below/udhaya_below_1/81.npy,horizontal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/coat/hariharan_coat_1/78.npy,horizontal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/coat/hariharan_coat_1/85.npy,horizontal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/lock/udhaya_lock_1/105.npy,horizontal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/below/udhaya_below_1/96.npy,horizontal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/teacher/udhaya_teacher_1/58.npy,horizontal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/swimming/hariharan_swimming_1/99.npy,horizontal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/gift/udhaya_gift_1/60.npy,horizontal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/conductor/hariharan_conductor_1/76.npy,horizontal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/bed/udhaya_bed_1/72.npy,horizontal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/below/udhaya_below_1/49.npy,horizontal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/below/udhaya_below_1/100.npy,horizontal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/talk/udhaya_talk_1/61.npy,horizontal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/gift/udhaya_gift_1/76.npy,horizontal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/below/udhaya_below_1/54.npy,horizontal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/earmuffs/udhaya_earmuffs_1/131.npy,horizontal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/bed/hariharan_bed_1/107.npy,horizontal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/below/udhaya_below_1/75.npy,horizontal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/below/udhaya_below_1/48.npy,horizontal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/fish/udhaya_fish_1/34.npy,horizontal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/teacher/udhaya_teacher_1/51.npy,horizontal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/conductor/hariharan_conductor_1/104.npy,horizontal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/swimming/hariharan_swimming_1/80.npy,horizontal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/conductor/hariharan_conductor_1/101.npy,horizontal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/teacher/udhaya_teacher_1/45.npy,horizontal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/coat/hariharan_coat_1/88.npy,horizontal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/gift/udhaya_gift_1/94.npy,horizontal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/hairband/udhaya_hairband_1/59.npy,horizontal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/bed/hariharan_bed_1/108.npy,horizontal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/teacher/udhaya_teacher_1/50.npy,horizontal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/fish/hariharan_fish_1/68.npy,horizontal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/conductor/udhaya_conductor_1/48.npy,horizontal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/glasses/udhaya_glasses_1/85.npy,horizontal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/party/udhaya_party_1/113.npy,horizontal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/gift/hariharan_gift_1/72.npy,horizontal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/room/udhaya_room_1/117.npy,horizontal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/lorry/udhaya_lorry_1/136.npy,horizontal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/fish/hariharan_fish_1/61.npy,horizontal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/conductor/hariharan_conductor_1/80.npy,horizontal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/teacher/hariharan_teacher_1/70.npy,horizontal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/conductor/hariharan_conductor_1/74.npy,horizontal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/swimming/udhaya_swimming_1/93.npy,horizontal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/gift/hariharan_gift_1/83.npy,horizontal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/teacher/udhaya_teacher_1/57.npy,horizontal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/swimming/udhaya_swimming_1/91.npy,horizontal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/swimming/hariharan_swimming_1/87.npy,horizontal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/swimming/udhaya_swimming_1/96.npy,horizontal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/family/hariharan_family_1/96.npy,horizontal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/coat/hariharan_coat_1/80.npy,horizontal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/teacher/hariharan_teacher_1/69.npy,horizontal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/below/udhaya_below_1/84.npy,horizontal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/talk/hariharan_talk_1/49.npy,horizontal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/conductor/hariharan_conductor_1/67.npy,horizontal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/below/udhaya_below_1/103.npy,horizontal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/teacher/udhaya_teacher_1/62.npy,horizontal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/garden/udhaya_garden_1/117.npy,horizontal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/garden/udhaya_garden_1/62.npy,horizontal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/key/udhaya_key_1/111.npy,horizontal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/lock/hariharan_lock_1/72.npy,horizontal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/gift/udhaya_gift_1/92.npy,horizontal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/hariharan/conductor/hariharan_conductor_1/69.npy,horizontal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/conductor/udhaya_conductor_1/92.npy,horizontal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/gift/udhaya_gift_1/71.npy,horizontal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/below/udhaya_below_1/60.npy,horizontal
/4TBHD/ISL/data_preparation/v2_40sign_videos_kpt_face/keypoints/udhaya/earth/udhaya_earth_1/95.npy,horizontal
